"id","x_name","x_studio_tag_ids","x_studio_periodos","x_studio_descripcin","x_studio_marca","x_studio_ean","x_studio_cdigo_referencia_proveedor","x_studio_proveedor","x_studio_trazabilidad_levantamiento","x_studio_pm_asociado","x_studio_origen","x_studio_eye","x_studio_raee","x_studio_pilas","x_studio_neumticos","x_studio_bateras","x_studio_aceites_y_lubricantes","x_studio_es_mdh","x_studio_stage_id"
"__export__.x_productos_620989_78266f45","805161011TXD","TxD - SKUs","2023","601PLOPI23-158 PO/AMBR1/L","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620988_598266f6","805161010TXD","TxD - SKUs","2023","601PLOPI23-158 PO/AMBR1/M","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620987_a13c77ef","805161009TXD","TxD - SKUs","2023","601PLOPI23-158 PO/AMBR1/S","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620986_010d570f","805161008TXD","TxD - SKUs","2023","601PLOPI23-158 PO/AMBR1/XS","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620985_e60160b3","805161007TXD","TxD - SKUs","2023","601PLOPI23-158 PO/MOBR1/XXL","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620984_3beb28f9","805161006TXD","TxD - SKUs","2023","601PLOPI23-158 PO/MOBR1/XL","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620983_e16ac7c6","805161005TXD","TxD - SKUs","2023","601PLOPI23-158 PO/MOBR1/L","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620982_37a5395a","805161004TXD","TxD - SKUs","2023","601PLOPI23-158 PO/MOBR1/M","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620981_7d314487","805161003TXD","TxD - SKUs","2023","601PLOPI23-158 PO/MOBR1/S","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620980_81429d22","805161002TXD","TxD - SKUs","2023","601PLOPI23-158 PO/MOBR1/XS","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620979_d669e9bf","805133019TXD","TxD - SKUs","2023","601PLOPI23-157 PO/ROOS1/XXL","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620978_bda82659","805133018TXD","TxD - SKUs","2023","601PLOPI23-157 PO/ROOS1/XL","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620977_9a460a33","805133017TXD","TxD - SKUs","2023","601PLOPI23-157 PO/ROOS1/L","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620976_fd76ea48","805133016TXD","TxD - SKUs","2023","601PLOPI23-157 PO/ROOS1/M","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620975_3f84e3eb","805133015TXD","TxD - SKUs","2023","601PLOPI23-157 PO/ROOS1/S","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620974_0d188ebd","805133014TXD","TxD - SKUs","2023","601PLOPI23-157 PO/ROOS1/XS","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620973_14c258eb","805133013TXD","TxD - SKUs","2023","601PLOPI23-157 PO/AZBR1/XXL","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620972_dd039205","805133012TXD","TxD - SKUs","2023","601PLOPI23-157 PO/AZBR1/XL","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620971_e4a10bf9","805133011TXD","TxD - SKUs","2023","601PLOPI23-157 PO/AZBR1/L","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620970_bbebe40d","805133010TXD","TxD - SKUs","2023","601PLOPI23-157 PO/AZBR1/M","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620969_2f4979ec","805133009TXD","TxD - SKUs","2023","601PLOPI23-157 PO/AZBR1/S","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620968_f4064589","805133008TXD","TxD - SKUs","2023","601PLOPI23-157 PO/AZBR1/XS","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620967_ca2d2745","805133007TXD","TxD - SKUs","2023","601PLOPI23-157 PO/BGCL1/XXL","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620966_8198989f","805133006TXD","TxD - SKUs","2023","601PLOPI23-157 PO/BGCL1/XL","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620965_9865c9dd","805133005TXD","TxD - SKUs","2023","601PLOPI23-157 PO/BGCL1/L","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620964_839206e1","805133004TXD","TxD - SKUs","2023","601PLOPI23-157 PO/BGCL1/M","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620963_0ca5043d","805133003TXD","TxD - SKUs","2023","601PLOPI23-157 PO/BGCL1/S","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620962_c273f5bd","805133002TXD","TxD - SKUs","2023","601PLOPI23-157 PO/BGCL1/XS","OPPOSITE","","","TIANJIN TIANTAI GARMENT I/E CO LTD","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620961_4ecb384e","805101019TXD","TxD - SKUs","2023","601POOPI23-151 PO/BGCL1/XXL","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620960_06071cb8","805101018TXD","TxD - SKUs","2023","601POOPI23-151 PO/BGCL1/XL","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620959_4795c3f5","805101017TXD","TxD - SKUs","2023","601POOPI23-151 PO/BGCL1/L","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620958_7b862b60","805101016TXD","TxD - SKUs","2023","601POOPI23-151 PO/BGCL1/M","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620957_06686cc1","805101015TXD","TxD - SKUs","2023","601POOPI23-151 PO/BGCL1/S","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620956_00524be6","805101014TXD","TxD - SKUs","2023","601POOPI23-151 PO/BGCL1/XS","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620955_63378906","805101013TXD","TxD - SKUs","2023","601POOPI23-151 PO/GROS2/XXL","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620954_cb8b5971","805101012TXD","TxD - SKUs","2023","601POOPI23-151 PO/GROS2/XL","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620953_f759e037","805101011TXD","TxD - SKUs","2023","601POOPI23-151 PO/GROS2/L","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620952_d872ead8","805101010TXD","TxD - SKUs","2023","601POOPI23-151 PO/GROS2/M","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620951_5c58926e","805101009TXD","TxD - SKUs","2023","601POOPI23-151 PO/GROS2/S","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620950_198668ea","805101008TXD","TxD - SKUs","2023","601POOPI23-151 PO/GROS2/XS","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620949_faadff85","805101007TXD","TxD - SKUs","2023","601POOPI23-151 PO/NEGRO/XXL","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620948_f6f5076b","805101006TXD","TxD - SKUs","2023","601POOPI23-151 PO/NEGRO/XL","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620947_42945100","805101005TXD","TxD - SKUs","2023","601POOPI23-151 PO/NEGRO/L","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620946_52314edb","805101004TXD","TxD - SKUs","2023","601POOPI23-151 PO/NEGRO/M","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620945_5f47cb63","805101003TXD","TxD - SKUs","2023","601POOPI23-151 PO/NEGRO/S","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620944_b7a072a8","805101002TXD","TxD - SKUs","2023","601POOPI23-151 PO/NEGRO/XS","OPPOSITE","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620943_332feb85","804767010TXD","TxD - SKUs","2023","620STFESV18-/ROSAD/34 CM/COPAB","FOSTER","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_620942_e4c20685","804534002TXD","TxD - SKUs","2023","CALCETIN PACK3/SURTI/35/40","OPPOSITE","","","COMERCIAL T'KAS DE GHOSH SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620941_ff5eb08b","804401003TXD","TxD - SKUs","2023","662PAAZV19-200/GRCL1/SURT","ALANIZ","","","HONG KONG SHOW-ZONE INTERNATION LIM","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620940_406cec1b","804004007TXD","TxD - SKUs","2023","603CLGFI21-6002 CAL/ROAB1/L","GREENFIELD","","","COMERCIAL T'KAS DE GHOSH SPA","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620939_dc750f7e","803096003TXD","TxD - SKUs","2023","JEANS F2TJB9030/NECA2/T 42","FOSTER","","","EUROFASHION LTDA.","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620938_a3825cb2","802952012TXD","TxD - SKUs","2023","665AMABI20-053/GRCL1/T 48","ALANIZ","","","CAPRERA S.A.","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620937_8c33cf3d","802952003TXD","TxD - SKUs","2023","665AMABI20-053/NEGRO/T 44","ALANIZ","","","CAPRERA S.A.","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620936_d02ce133","801631017TXD","TxD - SKUs","2023","620STATA22-859/CAFE/XL","ALANIZ","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_620935_e013027d","801631016TXD","TxD - SKUs","2023","620STATA22-859/CAFE/L","ALANIZ","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_620934_492a8291","801631015TXD","TxD - SKUs","2023","620STATA22-859/CAFE/M","ALANIZ","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_620933_c3ea91da","801631014TXD","TxD - SKUs","2023","620STATA22-859/CAFE/S","ALANIZ","","","COMERCIAL HACHECE LTDA","","","NACIONAL","True","","","","","","","Completado"
"__export__.x_productos_620932_2e0c62a3","801557036TXD","TxD - SKUs","2023","643POTBTA-011 POL/NAME9/T 10A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620931_0f8fc39f","801557035TXD","TxD - SKUs","2023","643POTBTA-011 POL/NAME9/T 8A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620930_0c7d3e61","801557034TXD","TxD - SKUs","2023","643POTBTA-011 POL/NAME9/T 6A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620929_79576aa5","801557033TXD","TxD - SKUs","2023","643POTBTA-011 POL/NAME9/T 4A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620928_64d8102e","801557032TXD","TxD - SKUs","2023","643POTBTA-011 POL/NAME9/T 3A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620927_af605273","801557031TXD","TxD - SKUs","2023","643POTBTA-011 POL/BLNA1/T 10A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620926_29b79d48","801557030TXD","TxD - SKUs","2023","643POTBTA-011 POL/BLNA1/T 8A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620925_7d62486f","801557029TXD","TxD - SKUs","2023","643POTBTA-011 POL/BLNA1/T 6A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620924_bda2b870","801557028TXD","TxD - SKUs","2023","643POTBTA-011 POL/BLNA1/T 4A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620923_a7b2719f","801557027TXD","TxD - SKUs","2023","643POTBTA-011 POL/BLNA1/T 3A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620922_6bfa2a12","801528036TXD","TxD - SKUs","2023","643POTBTA-009 POL/GRCL1/T 10A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620921_98ab50ec","801528035TXD","TxD - SKUs","2023","643POTBTA-009 POL/GRCL1/T 8A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620920_1e5d51e4","801528034TXD","TxD - SKUs","2023","643POTBTA-009 POL/GRCL1/T 6A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620919_b598881f","801528033TXD","TxD - SKUs","2023","643POTBTA-009 POL/GRCL1/T 4A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620918_55e28fd6","801528032TXD","TxD - SKUs","2023","643POTBTA-009 POL/GRCL1/T 3A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620917_5da157bf","801528031TXD","TxD - SKUs","2023","643POTBTA-009 POL/VEOS2/T 10A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620916_69660e52","801528030TXD","TxD - SKUs","2023","643POTBTA-009 POL/VEOS2/T 8A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620915_c702c784","801528029TXD","TxD - SKUs","2023","643POTBTA-009 POL/VEOS2/T 6A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620914_6f956a0e","801528028TXD","TxD - SKUs","2023","643POTBTA-009 POL/VEOS2/T 4A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620913_eece1c3e","801528027TXD","TxD - SKUs","2023","643POTBTA-009 POL/VEOS2/T 3A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620912_51f2786c","801523046TXD","TxD - SKUs","2023","642POTBTA-013 POL/MOCL2/T 10A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620911_0d17ca9b","801523045TXD","TxD - SKUs","2023","642POTBTA-013 POL/MOCL2/T 8A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620910_6379afe1","801523044TXD","TxD - SKUs","2023","642POTBTA-013 POL/MOCL2/T 6A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620909_15f99e4f","801523043TXD","TxD - SKUs","2023","642POTBTA-013 POL/MOCL2/T 4A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620908_b2a82149","801523042TXD","TxD - SKUs","2023","642POTBTA-013 POL/MOCL2/T 3A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620907_5184cb0e","801523041TXD","TxD - SKUs","2023","642POTBTA-013 POL/BLNA2/T 10A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620906_65165d9b","801523040TXD","TxD - SKUs","2023","642POTBTA-013 POL/BLNA2/T 8A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620905_5f0524e3","801523039TXD","TxD - SKUs","2023","642POTBTA-013 POL/BLNA2/T 6A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620904_96f71147","801523038TXD","TxD - SKUs","2023","642POTBTA-013 POL/BLNA2/T 4A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620903_e8c2b094","801523037TXD","TxD - SKUs","2023","642POTBTA-013 POL/BLNA2/T 3A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620902_22f26912","801523036TXD","TxD - SKUs","2023","642POTBTA-013 POL/AZTQ1/T 10A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620901_e2ee6589","801523035TXD","TxD - SKUs","2023","642POTBTA-013 POL/AZTQ1/T 8A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620900_62566acf","801523034TXD","TxD - SKUs","2023","642POTBTA-013 POL/AZTQ1/T 6A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620899_36f1e854","801523033TXD","TxD - SKUs","2023","642POTBTA-013 POL/AZTQ1/T 4A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620898_8a1b1321","801523032TXD","TxD - SKUs","2023","642POTBTA-013 POL/AZTQ1/T 3A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620897_a88f4a71","801522066TXD","TxD - SKUs","2023","643POTBTA-010 POL/VEOS2/T 10A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620896_51d512e7","801522065TXD","TxD - SKUs","2023","643POTBTA-010 POL/VEOS2/T 8A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620895_9c993083","801522064TXD","TxD - SKUs","2023","643POTBTA-010 POL/VEOS2/T 6A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620894_dc07e4e2","801522063TXD","TxD - SKUs","2023","643POTBTA-010 POL/VEOS2/T 4A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620893_8e67a2cc","801522062TXD","TxD - SKUs","2023","643POTBTA-010 POL/VEOS2/T 3A","TRIBU","","","STITCH (BD) KNITWEAR","","","IMPORTADO","True","","","","","","","Completado"
"__export__.x_productos_620892_a2e3098b","801081057TXD","TxD - SKUs","2023","TOALLA PLAYA NIÑA/MIS26","STYLO","","","HUNAN JIANHUI TEXTILE CORPORATION","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620891_125b6bd7","801081056TXD","TxD - SKUs","2023","TOALLA PLAYA NIÑA/MIS25","STYLO","","","HUNAN JIANHUI TEXTILE CORPORATION","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620890_3385d30e","801081055TXD","TxD - SKUs","2023","TOALLA PLAYA NIÑA/MIS24","STYLO","","","HUNAN JIANHUI TEXTILE CORPORATION","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620889_17ad13f2","801081054TXD","TxD - SKUs","2023","TOALLA PLAYA NIÑA/MIS23","STYLO","","","HUNAN JIANHUI TEXTILE CORPORATION","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620888_68fa24ea","801081053TXD","TxD - SKUs","2023","TOALLA PLAYA NIÑA/MIS22","STYLO","","","HUNAN JIANHUI TEXTILE CORPORATION","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620887_c46e60b7","801081052TXD","TxD - SKUs","2023","TOALLA PLAYA NIÑA/MIS21","STYLO","","","HUNAN JIANHUI TEXTILE CORPORATION","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620886_de3b4c96","801081051TXD","TxD - SKUs","2023","TOALLA PLAYA NIÑA/MIS20","STYLO","","","HUNAN JIANHUI TEXTILE CORPORATION","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620885_376b9ac0","801081050TXD","TxD - SKUs","2023","TOALLA PLAYA NIÑA/MIS19","STYLO","","","HUNAN JIANHUI TEXTILE CORPORATION","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620884_b9cbfc3c","800846005TXD","TxD - SKUs","2023","POLERA U1ILL8522/AZME1/L","UMBRALE","","","EUROFASHION LTDA.","","","NACIONAL","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620883_282e87c0","800348013TXD","TxD - SKUs","2023","604VEAZI23-153 VE/MIS1/XXL","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620882_25492d9d","800348012TXD","TxD - SKUs","2023","604VEAZI23-153 VE/MIS1/XL","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620881_e69fc777","800348011TXD","TxD - SKUs","2023","604VEAZI23-153 VE/MIS1/L","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620880_e10d90a8","800348010TXD","TxD - SKUs","2023","604VEAZI23-153 VE/MIS1/M","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620879_974ebcef","800348009TXD","TxD - SKUs","2023","604VEAZI23-153 VE/MIS1/S","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620878_643d4c88","800348008TXD","TxD - SKUs","2023","604VEAZI23-153 VE/MIS1/XS","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620877_1e64c335","800348007TXD","TxD - SKUs","2023","604VEAZI23-153 VE/NEGRO/XXL","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620876_c92d1c3a","800348006TXD","TxD - SKUs","2023","604VEAZI23-153 VE/NEGRO/XL","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620875_62776e88","800348005TXD","TxD - SKUs","2023","604VEAZI23-153 VE/NEGRO/L","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620874_655eb669","800348004TXD","TxD - SKUs","2023","604VEAZI23-153 VE/NEGRO/M","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620873_5d33ee70","800348003TXD","TxD - SKUs","2023","604VEAZI23-153 VE/NEGRO/S","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620872_5acc9d38","800348002TXD","TxD - SKUs","2023","604VEAZI23-153 VE/NEGRO/XS","ALANIZ","","","KNITEX(HK) CORPORATION LIMITED","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620871_efbac193","800328013TXD","TxD - SKUs","2023","604SHAZI23-309 SH/MIS2/XXL","ALANIZ","","","TIANJIN GARMENTS IMPORTYEXPORT INC","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
"__export__.x_productos_620870_36c1ec31","800328012TXD","TxD - SKUs","2023","604SHAZI23-309 SH/MIS2/XL","ALANIZ","","","TIANJIN GARMENTS IMPORTYEXPORT INC","","","IMPORTADO","True","","","","","","","No completado - Nuevo"
